"weekday","Age","Gender","Alcohol_Results","Drug_Involvement","Atmospheric_Condition","Roadway","Fatality"
5,60,"Male","0.0","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,5,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,47,"Female","0.0","Unknown","Clear","Urban-Minor Arterial","no_fatal"
6,10,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
1,80,"Female","0.0","Unknown","Cloudy","Rural-Major Collector","fatal"
3,19,"Female",,"Not Reported","Fog, Smog, Smoke","Urban-Minor Arterial","no_fatal"
3,27,"Female",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,55,"Female",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
6,8,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,4,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,27,"Female",,"No","Clear","Rural-Local Road or Street","no_fatal"
2,52,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,21,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,25,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","fatal"
3,28,"Male","0.03","Not Reported","Clear","Urban-Collector","fatal"
7,21,"Female","0.21","No","Clear","Rural-Minor Arterial","fatal"
6,17,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,24,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
3,70,"Male","0.0","Unknown","Clear","Rural-Minor Arterial","fatal"
7,18,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,16,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
7,30,"Male","0.0","Yes","Clear","Urban-Minor Arterial","no_fatal"
4,29,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,33,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
3,19,"Male",,"Not Reported","Snow","Rural-Minor Arterial","no_fatal"
4,29,"Male","0.12","No","Clear","Urban-Local Road or Street","no_fatal"
3,56,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
4,61,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
5,19,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
3,25,"Male",,"Not Reported","Fog, Smog, Smoke","Urban-Other Principal Arterial","no_fatal"
5,60,"Female","0.21","Unknown","Clear","Rural-Major Collector","fatal"
1,53,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,17,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
1,57,"Male",,"No","Rain","Rural-Principal Arterial-Interstate","no_fatal"
7,19,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
1,23,"Male","0.0","Unknown","Clear","Urban-Collector","fatal"
2,47,"Male","0.0","Unknown","Clear","Rural-Minor Arterial","fatal"
6,22,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,1,"Female",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,17,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
3,7,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,25,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
6,42,"Female","0.15","Unknown","Clear","Rural-Principal Arterial-Other","no_fatal"
5,,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,33,"Male",,"Unknown","Clear","Rural-Principal Arterial-Other","no_fatal"
5,79,"Female",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
2,40,"Male","0.22","Yes","Fog, Smog, Smoke","Rural-Local Road or Street","fatal"
6,21,"Male","0.15","Yes","Clear","Urban-Other Principal Arterial","fatal"
7,49,"Female","0.24","Unknown","Clear","Rural-Minor Collector","fatal"
2,18,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,61,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,69,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,26,"Female",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
4,12,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
5,23,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,38,"Male","0.31","Not Reported","Clear","Rural-Major Collector","fatal"
4,30,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,20,"Female",,"No","Rain","Urban-Local Road or Street","no_fatal"
7,35,"Male","0.01","Yes","Cloudy","Urban-Other Principal Arterial","fatal"
4,19,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
5,21,"Female","0.01","Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
7,49,"Male","0.18","Not Reported","Clear","Rural-Major Collector","fatal"
4,58,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,59,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
5,51,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,19,"Female",,"Not Reported","Clear","Rural-Local Road or Street","fatal"
2,44,"Male","0.0","Unknown","Rain","Rural-Minor Arterial","fatal"
1,87,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,24,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
2,35,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,20,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,18,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,39,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,51,"Male","0.01","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
6,43,"Female","0.03","Not Reported","Clear","Urban-Minor Arterial","fatal"
1,44,"Male",,"Unknown","Clear","Rural-Principal Arterial-Other","no_fatal"
2,43,"Male","0.3","Unknown","Clear","Rural-Major Collector","fatal"
2,82,"Male","0.0","No","Cloudy","Rural-Principal Arterial-Interstate","fatal"
5,28,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,58,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
4,76,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
1,15,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,17,"Male",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
1,23,"Male",,"Not Reported","Rain","Urban-Other Principal Arterial","fatal"
6,31,"Female",,"No","Clear","Rural-Local Road or Street","no_fatal"
5,9,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
5,75,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,34,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,24,"Male",,"Not Reported","Rain","Rural-Local Road or Street","no_fatal"
5,38,"Male","0.21","Yes","Cloudy","Urban-Local Road or Street","fatal"
7,16,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,24,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
6,46,"Male","0.28","Not Reported","Clear","Urban-Minor Arterial","fatal"
7,22,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,50,"Female",,"Unknown","Clear","Urban-Local Road or Street","no_fatal"
3,22,"Male",,"Not Reported","Snow","Rural-Major Collector","no_fatal"
3,66,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
6,21,"Male","\N","Unknown","Unknown","Urban-Other Principal Arterial","fatal"
5,18,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,18,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,32,"Male","0.24","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
3,1,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,21,"Male","0.0","No","Clear","Rural-Local Road or Street","fatal"
6,26,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,56,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,47,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,48,"Female","0.0","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,6,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
3,49,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
2,22,"Male","0.18","Not Reported","Clear","Urban-Minor Arterial","fatal"
5,17,"Female","0.0","No","Cloudy","Rural-Major Collector","no_fatal"
5,19,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
3,37,"Male","0.05","Not Reported","Clear","Rural-Major Collector","fatal"
2,33,"Male","0.0","No","Cloudy","Rural-Major Collector","no_fatal"
5,70,"Male","0.0","Not Reported","Fog, Smog, Smoke","Rural-Principal Arterial-Interstate","fatal"
6,59,"Male","0.0","No","Clear","Urban-Minor Arterial","no_fatal"
3,66,"Male","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
4,29,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,70,"Male","0.0","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
7,22,"Male","0.15","Not Reported","Clear","Urban-Local Road or Street","fatal"
7,75,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,66,"Male","0.0","Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
7,60,"Male","\N","Not Reported","Rain","Urban-Collector","fatal"
3,57,"Female",,"No","Clear","Rural-Major Collector","fatal"
4,23,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,14,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,10,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,51,"Male","0.0","No","Rain","Rural-Major Collector","no_fatal"
2,41,"Female","0.0","Not Reported","Cloudy","Rural-Major Collector","fatal"
6,19,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
6,49,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
1,65,"Female","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
4,22,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,7,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,3,"Male",,"No","Clear","Rural-Minor Collector","no_fatal"
4,7,"Female",,"Not Reported","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Principal Arterial-Interstate","no_fatal"
5,48,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
6,44,"Female",,"Not Reported","Snow","Rural-Minor Arterial","no_fatal"
5,75,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","fatal"
4,90,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
3,64,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,37,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
4,20,"Female","0.1","Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
1,38,"Female","0.0","Yes","Clear","Urban-Local Road or Street","fatal"
2,19,"Female",,"No","Clear","Rural-Local Road or Street","no_fatal"
1,23,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
3,20,"Male","0.0","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
3,18,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,66,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,40,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
1,19,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,56,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,13,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,26,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
1,19,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,27,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
1,58,"Male","0.0","Unknown","Other","Urban-Local Road or Street","fatal"
3,12,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,55,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
5,8,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
6,35,"Male","0.31","Not Reported","Clear","Rural-Minor Arterial","fatal"
3,7,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
7,43,"Male","0.0","Unknown","Cloudy","Rural-Minor Collector","fatal"
1,35,"Female",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,18,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,16,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,3,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
2,65,"Male","0.0","Not Reported","Clear","Urban-Local Road or Street","fatal"
4,29,"Female","0.0","No","Rain","Urban-Collector","no_fatal"
4,39,"Female",,"No","Snow","Rural-Principal Arterial-Other","no_fatal"
5,56,"Male","0.0","Not Reported","Rain","Rural-Principal Arterial-Other","fatal"
1,29,"Female",,"Not Reported","Snow","Urban-Other Principal Arterial","no_fatal"
5,27,"Male","0.33","Not Reported","Clear","Urban-Collector","fatal"
7,90,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,48,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,56,"Male","0.12","No","Rain","Rural-Local Road or Street","no_fatal"
6,37,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,25,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
5,47,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,56,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,18,"Male",,"Not Reported","Clear","Rural-Major Collector","fatal"
2,36,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
5,29,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
3,29,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,17,"Male",,"Not Reported","Clear","Unknown","no_fatal"
3,66,"Male",,"No","Cloudy","Rural-Major Collector","no_fatal"
4,32,"Female",,"No","Clear","Rural-Local Road or Street","no_fatal"
3,29,"Female",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
7,66,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
1,15,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
2,30,"Male",,"Unknown","Rain","Unknown","no_fatal"
6,27,"Female","0.0","Unknown","Cloudy","Rural-Major Collector","fatal"
5,23,"Male","0.17","Not Reported","Cloudy","Urban-Other Principal Arterial","fatal"
6,83,"Male","0.0","No","Cloudy","Rural-Minor Arterial","fatal"
2,29,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,33,"Female","0.01","Not Reported","Clear","Rural-Local Road or Street","no_fatal"
1,29,"Female","0.13","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
5,31,"Male","0.27","Yes","Clear","Rural-Major Collector","fatal"
6,7,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,59,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
4,20,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,59,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,17,"Male","0.0","Not Reported","Clear","Urban-Minor Arterial","fatal"
6,41,"Male","0.24","Yes","Clear","Rural-Minor Collector","fatal"
5,25,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,42,"Female",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
3,35,"Male",,"Not Reported","Fog, Smog, Smoke","Rural-Principal Arterial-Other","no_fatal"
5,33,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,51,"Female",,"Yes","Rain","Rural-Major Collector","no_fatal"
3,25,"Male","0.2","No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
4,18,"Male","0.0","No","Clear","Rural-Major Collector","no_fatal"
1,82,"Female",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
2,24,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
7,24,"Female",,"Not Reported","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Principal Arterial-Interstate","no_fatal"
5,24,"Male","0.17","Not Reported","Clear","Rural-Major Collector","fatal"
1,57,"Female","\N","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
5,34,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
2,72,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
5,54,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
5,21,"Male","0.1","No","Clear","Rural-Minor Arterial","fatal"
7,4,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
6,54,"Male","0.0","No","Cloudy","Rural-Major Collector","fatal"
3,33,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,43,"Male","0.0","Unknown","Clear","Urban-Other Principal Arterial","fatal"
2,50,"Male","0.39","Unknown","Clear","Rural-Minor Arterial","fatal"
3,78,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
1,19,"Female",,"Not Reported","Clear","Rural-Local Road or Street","fatal"
6,29,"Male","0.18","Yes","Clear","Rural-Local Road or Street","fatal"
6,26,"Male","0.06","Not Reported","Fog, Smog, Smoke","Rural-Local Road or Street","no_fatal"
3,18,"Female",,"Not Reported","Rain","Urban-Minor Arterial","no_fatal"
4,48,"Male","0.0","Unknown","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Major Collector","fatal"
2,35,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,28,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
7,14,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
5,18,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,28,"Male","0.1","No","Clear","Urban-Local Road or Street","no_fatal"
6,88,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
6,47,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
3,63,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,17,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
5,22,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,20,"Male","0.0","Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,65,"Female",,"No","Fog, Smog, Smoke","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,1,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
3,24,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","fatal"
6,52,"Male","0.0","No","Clear","Urban-Collector","fatal"
